,rec,lig,pocket_change,backbone_change
4620,3ZCL,3R7O,10.217984333190834,9.481425743262456
4621,3ZCL,2WD1,0.5935036318133278,0.5403693181519472
4622,3EFK,4GG5,4.8870563167717815,3.4390469742225234
4623,3I5N,2WD1,0.6388831241639301,0.3524928368066517
4624,5DG5,5HLW,7.895066543858814,7.544609891615781
4625,5DG5,2WKM,8.818170915086148,7.776401860043556
4626,3ZXZ,5EOB,0.5593429304897743,0.5363922693949517
4627,3DKF,5UAF,0.7982514641389641,0.44964541585564927
4628,3DKF,4R1V,0.4028362219800131,0.28921932539479156
4629,3DKF,5EOB,0.898994076732433,0.5271193955289998
4630,5HOA,4MXC,4.557127442690803,3.867446218113446
4631,5HOA,3ZCL,0.7704339037191965,0.36184191496919077
4632,5T3Q,4DEI,5.335144633318479,3.729001501742792
4633,5T3Q,4IWD,4.984420009535781,3.709651061757695
4634,3CE3,3CD8,4.280322376630915,2.6401088755958533
4635,3CE3,3ZZE,4.155710995798073,2.5359874556077755
4636,3CE3,4DEI,3.813104183895502,2.3479072170765183
4637,3CE3,4EEV,1.0291164652405123,0.5939480681779409
4638,4R1Y,3CTH,3.700159653201964,2.8780735945045977
4639,4R1Y,4DEH,0.8906530550145658,0.5148336763321867
4640,4R1Y,3ZXZ,0.5718552652939767,0.38244883463165447
4641,2RFS,2WKM,0.9264589260902415,0.529500059017938
4642,4DEI,3RHK,3.381236276866791,2.464711319584687
4643,4DEI,3DKC,7.645208825375966,7.315517744265723
4644,4DEI,4IWD,15.418865651167403,14.9004317173576
4645,5HTI,3QTI,4.571856155965908,2.769962996142728
4646,5HTI,3ZXZ,4.0063313280706545,2.4250075429435953
4647,5HTI,4IWD,13.068994386054035,12.275588214012396
4648,1R0P,5EYD,2.7407704558511767,1.1858246357141797
4649,3R7O,3EFK,2.55971777741219,2.1945639202356357
4650,4GG5,5HLW,1.9119357942884692,1.229546291659379
4651,4GG5,4DEG,0.5677260505041605,0.31959583852109213
4652,3U6H,1R0P,6.348091533953869,4.73698576004922
4653,4GG7,5UAB,0.45605346026610705,0.25338409579134974
4654,4GG7,3LQ8,4.8806944652464415,4.1482422910508925
4655,2WKM,5HNI,0.7545061091535309,0.5479399602146204
4656,2WKM,3EFJ,3.2319053506989173,1.8972423528517766
4657,2WKM,1R0P,2.7396247101088145,1.1296945014766897
4658,2WKM,5EYD,0.8370738688860327,0.43872567992108913
4659,2WKM,3LQ8,4.995980829152117,4.148786052073829
4660,5UAD,5T3Q,1.0857156947803939,0.7433256912910607
4661,3CCN,5HOA,0.8579942300303843,0.4250810510949649
4662,3F82,5HOA,3.9591602779714115,2.3573217618494278
4663,3ZC5,2WGJ,0.6010544751874468,0.48292886196031637
4664,3ZC5,4R1Y,0.5675021025191328,0.32832895090137837
4665,3ZC5,5HOA,0.8393422289855852,0.5645178726767016
4666,4R1V,3CE3,4.436035997576538,3.4961542872133093
4667,4IWD,4AOI,1.5186089840954262,0.694643649650668
4668,4IWD,4R1V,1.5938859118519118,0.8722761890594063
4669,4IWD,3CTJ,3.629112029989373,2.425533945974973
4670,3LQ8,3ZC5,4.598010178737492,3.1073763316770413
4671,3LQ8,3R7O,9.250764848750899,9.037980269791634
4672,3LQ8,5EOB,4.843272658466359,3.7486585908520973
4673,4DEH,2WKM,1.0256094322631641,0.6174629543543482
4674,4DEH,3Q6W,13.415296317067517,13.186324180756365
4675,4DEH,3DKC,7.866281989739832,7.552180716285103
4676,4DEH,4KNB,0.7482720710461488,0.5203848335607026
4677,3VW8,4MXC,0.6793360933866076,0.5862281369666834
4678,2RFN,3VW8,1.1832713747663564,0.812637345034951
4679,3DKG,3DKC,1.6244997213996641,1.298034613229885
4680,3ZBX,5UAF,0.7048536451043927,0.49821237582839223
4681,3ZBX,4R1Y,0.6448997421455173,0.4612443643410328
4682,2WGJ,4R1Y,0.8541010346086625,0.6061575015345986
4683,2WGJ,3Q6W,13.737963046212162,13.280349999152886
4684,3EFJ,5UAF,7.132877015194422,4.667371356020431
4685,3U6I,1R0P,6.416665180375008,4.877855825518571
4686,3U6I,4XYF,4.484012101113887,2.946154494878418
4687,4DEG,3EFJ,3.0289101794209743,1.6343872999243005
4688,4DEG,3L8V,3.847612672230692,3.1285669612091143
4689,5HO6,3QTI,0.733539206762081,0.37036005647014814
4690,5HO6,4IWD,1.3241625735259095,0.6775130995043566
4691,4KNB,3QTI,0.7994691147158945,0.5064928429899079
4692,4KNB,4AP7,0.7760812110558059,0.36266272209864625
4693,5EOB,3ZC5,0.4221078061348782,0.33968547543605954
4694,5EOB,5HOA,0.681440966661659,0.4131109616878571
4695,5EOB,3ZZE,0.477636354066212,0.4157855731710072
4696,5EOB,2RFS,1.1615850020472593,0.8088873310206524
4697,3DKC,4XMO,1.9473014028199789,1.5162651849564814
4698,5HLW,5HNI,0.5367248256430277,0.31413319892470215
4699,4XYF,5EYC,0.44112349461347,0.22892174791108594
4700,4XYF,5EYD,0.4575458993368862,0.19805990829223094
4701,4XYF,3I5N,0.2686126134624193,0.14933184523068085
4702,5HNI,3CCN,0.9459091329082822,0.24985710201747582
4703,5HNI,2WKM,0.7469518237657813,0.4989587014115355
4704,5UAB,1R0P,2.902537235979928,0.8839477501526898
4705,3QTI,3LQ8,4.839646003140548,4.136055830538719
4706,3Q6W,3RHK,5.279701597238461,4.151044139062416
4707,3Q6W,5EYC,2.6091846556554197,1.2745663214177243
4708,3Q6W,3QTI,2.853111519944164,1.48845417066896
4709,4AOI,5UAB,0.8336358430094037,0.6537094155662746
4710,4AOI,5HNI,1.0201612703606524,0.9128109059383542
4711,4AOI,4EEV,3.836477037378607,3.2493025213113045
4712,3L8V,3CE3,1.2025769341745653,0.8642261383352267
4713,3L8V,2WKM,3.077083880334037,1.7809617064945558
4714,3L8V,3QTI,3.687741935566171,2.2077458866454718
4715,5BVF,4IZ5,1.4683629910765317,1.3209908528575562
4716,5BVF,5BUI,0.613154346934405,0.33738079376277474
4717,5BVF,5LCK,1.1764414828201186,1.1538292101320045
4718,5AX3,4GT3,2.7051662385846784,2.0821767723013127
4719,5AX3,3QYW,1.5761421255711683,0.9660695035629097
4720,4GVA,1PME,1.0870065173821035,0.7418328040002747
4721,4QP8,3ERK,3.734234253275138,2.4305741205640183
4722,5BUI,2OJJ,2.922303318391964,2.088877385902133
4723,5BUI,5V60,3.167559788148324,1.9032730580064778
4724,4G6N,5BVD,1.6660414919423714,1.433372945189074
4725,4QTA,4G6O,1.8043930167039994,1.497092292857502
4726,4QTA,4QP9,0.7949953878272927,0.4327571077240839
4727,4ZZN,5LCK,0.8825269894438206,0.33411805548338724
4728,1PME,2OJI,0.6472147000219696,0.4739516250179366
4729,1PME,3I5Z,1.503167055762886,0.962820713981958
4730,4QP3,5BUI,1.1785605480912904,0.9256534371536078
4731,4FV9,1WZY,1.2425431582041728,0.8065346138470031
4732,4FV2,4ZZO,1.0811089649997814,0.827672036497549
4733,4FV2,5BUE,1.23382848322909,0.933790245302564
4734,4FV2,4G6N,0.9910011833769653,0.6955574331837326
4735,3QYW,4ZZN,0.7581504205901118,0.20138655728361143
4736,3QYW,4XRJ,1.4246046545884228,0.6123578406454838
4737,4QP4,4FV0,1.3896089086210262,0.442132106954471
4738,4QP4,4G6N,1.2441520443755298,0.3288142332685731
4739,4QPA,4QP8,0.5291746501343649,0.3299848481370007
4740,4QPA,4G6O,1.4777770091894409,1.206650499760154
4741,4GSB,4FV2,1.1465929891459394,1.0340149297761616
4742,4GSB,5NHV,0.7906040543997569,0.5427915499219449
4743,4GSB,5LCJ,0.6969386095861786,0.2833919547199609
4744,4GSB,4ZZM,0.4989452366806892,0.23414976214190525
4745,5NHV,4XJ0,2.747252428617009,2.0031954829364857
4746,5NHV,3QYW,2.608050660934331,1.382714856722094
4747,4G6O,5BVE,1.1728377978220172,0.8071333016712081
4748,4G6O,5BVF,1.2440499243542087,0.8711104503257122
4749,4G6O,4FV1,0.6149521705328069,0.5889609494694863
4750,2OJG,4H3P,2.9293872742137705,1.7779455606588936
4751,2Y9Q,5NGU,0.9075372719618738,0.654297810633659
4752,2Y9Q,3I60,1.909984497568601,1.176024626900697
4753,2Y9Q,5BVF,1.7572915800309594,1.3507148371986486
4754,5V60,4XJ0,1.3878825084072703,1.241832570571948
4755,1TVO,4FV9,1.2496691203865768,0.9393636809031948
4756,5NHF,1TVO,1.1114726631872953,0.5383210008907323
4757,4QP9,4QPA,3.5875469854134345,2.6083539418020494
4758,4QP9,4FV1,1.0273694938643434,1.0120661653651517
4759,3TEI,4FV0,1.3248356762125322,1.0821270720206573
4760,3I60,2OJI,1.5367817639057983,1.213325557750643
4761,3I60,5NGU,0.8869989499739566,0.5230221246344584
4762,3I60,3W55,1.1019681907084857,0.7195226890098736
4763,4FV3,5LCJ,1.6055760289115508,0.8257848118944533
4764,5NHL,4O6E,1.1686719785929616,1.205212340508629
4765,5NHL,4ZZO,1.2076633360888842,1.2794447304130878
4766,4FV0,4QPA,1.4083402287799633,1.2602852851636404
4767,4FV0,5NHV,0.4738977342212138,0.406012930828565
4768,4FV0,5KE0,1.9769712138914806,2.2583673527572965
4769,4ZZM,4QP7,0.4222365162745594,0.38556400246911204
4770,4ZZM,1PME,0.7099195288904232,0.5693759742033381
4771,4I5H,4IZ5,7.441969959627625,4.844776207421763
4772,4GT3,3QYW,0.6620327635396906,0.6149375113433421
4773,4GT3,4G6N,0.46097844657329484,0.20115566111844807
4774,5KE0,4ZZN,1.2146854852005888,1.2072526343217989
4775,4S32,4QP7,0.797777806517221,0.6053906648957001
4776,2OJJ,1TVO,1.3263961548095917,0.9036680806579367
4777,2OJJ,5BVE,1.641283321244099,0.9397405670361008
4778,2OJJ,4ERK,1.5493009157636897,0.9908383445345655
4779,2OJJ,5BVF,1.4483944508139055,0.9988094162551728
4780,5BUE,4GT3,1.4120617783062555,1.377111941709896
4781,5NHP,4FV6,0.775785370185633,0.5455166922638215
4782,4XNE,4QTA,2.4109496685637852,1.370863848931647
4783,4FV6,4QTE,0.5064466022391109,0.34016573500681513
4784,4FV6,5BVD,0.5518142803516412,0.1834958508324556
4785,5HD7,4QP7,0.6434020881679077,0.5083242522785484
4786,5HD7,4FV2,1.1071634776726222,1.0818337352704566
4787,5HD7,4XOY,0.8737976094583245,0.75863973663393
4788,5HD7,5NHF,2.2617198493110675,1.0595234414947705
4789,5NGU,5BUI,0.8453423895413948,0.6686376696936347
4790,5LCJ,4H3P,2.2029881232618753,2.3331967126669806
4791,5LCJ,4N4S,1.1388404479072007,0.6538765938615639
4792,4ZZO,1WZY,1.185700102215719,0.4564236579709208
4793,4ZZO,2OJJ,1.8767665639690476,2.0012811521622846
4794,3W55,3ERK,1.737331542193372,1.6827421073949504
4795,3W55,3C9W,1.8187924290583573,1.116438048736546
4796,4ERK,3ERK,0.9396645963169138,0.3939403508146885
4797,4ERK,4FV2,1.23824321647966,1.0219625237747225
4798,4FV1,5BUE,1.3391500543747392,1.0791243363641334
4799,4FV1,4ZZM,0.9573032712737846,0.7301677889362128
4800,4FV1,5NHP,1.2958986888506003,0.9917569146609343
4801,4FV1,4G6N,1.0068373030627686,0.7829082800686159
4802,3I5Z,4I5H,3.8562636824664462,2.4831960252867673
4803,3I5Z,4FV8,1.0700543677776375,0.4957263724713826
4804,4XOZ,3I60,1.9666390191336456,1.1927891301864337
4805,4XOZ,5LCJ,0.849476288242182,0.57535293516241
4806,4N4S,5BVD,2.2737225493843676,2.2591860855694845
4807,4S33,4FUX,1.491851543226412,0.8658247192385093
4808,4QP7,4N0S,0.6641355980465078,0.479605194777061
4809,4QTE,4FV0,2.453513806767755,2.27555474555107
4810,4QTE,3I5Z,0.30353554222994267,0.25947784105776706
4811,4QTE,5NHL,0.8026090123258439,0.6363546181179163
4812,4QTE,4QYY,2.4795310476411094,1.2827921833696545
4813,4QTE,4FUX,1.750947049297735,1.356596066959097
4814,4XRJ,4QP8,1.1154462563822574,0.7782808894333346
4815,1PMV,2O2U,1.5742485355282703,0.5102178456306689
4816,3FI2,2H96,1.459756570931199,1.0000910514103754
4817,3FI2,2OK1,1.415530955787422,0.5086397827258787
4818,3FI2,2NO3,1.8442358993988752,0.9454426778725703
4819,3FI2,4KKH,0.8881396527895504,0.5937858761091138
4820,3G90,3OXI,1.0480302542355842,0.9847120772083582
4821,4KKE,3RTP,1.196968955804377,0.9740156854771668
4822,4KKE,4HYS,3.1345422690344495,3.0362857655365705
4823,4KKE,4W4V,1.1792039322327177,0.540154144666132
4824,4KKE,2B1P,1.300150961717836,0.554220254870833
4825,3CGO,4E73,1.4886131206557687,0.9162809444874259
4826,4HYU,1PMU,0.8704926003975791,0.7444068108232228
4827,4E73,2OK1,1.5794215531715883,1.344775027653325
4828,4E73,4U79,1.7874433173958906,1.0461495272346748
4829,4E73,4G1W,0.6414306868921665,0.2461479907156123
4830,4Y46,2G01,1.4578665761468552,1.0262460718560626
4831,4Y46,3FV8,0.9413715368388673,0.7902337628828576
4832,4Y46,3V6S,0.520806229832419,0.31283082488783
4833,4W4Y,3FI2,0.4248178658885265,0.4091700135640442
4834,2ZDU,3FI2,1.3345579435760389,0.8410685303393968
4835,2O0U,4Y5H,1.3888258960594078,0.5251191928187985
4836,4UX9,3RTP,1.28005049379572,0.8617131918451749
4837,4UX9,4HYU,3.1906067960926694,2.5538418118591464
4838,3CGF,4HYS,2.9426523996990444,2.7335835911857527
4839,3CGF,3TTI,0.9854428035088296,0.5092080125056954
4840,3CGF,4G1W,1.326431198018549,1.269510338673931
4841,3CGF,3V6S,1.0553826433145106,0.42931037723306886
4842,3V6S,3FI2,0.9667811330695585,0.5496433259071608
4843,3V6S,4KKE,1.9254826514867565,1.8298624113425697
4844,3V6S,4W4W,1.1711071338348675,0.44891936915218944
4845,2B1P,3DA6,0.6390767463453029,0.4599762416224824
4846,3TTJ,4E73,1.5129334243999855,0.9599365982851543
4847,3G9L,1PMN,0.8054157382145176,0.48140151294596895
4848,3G9L,4W4V,0.9877515236453791,0.5643492811292589
4849,3G9L,3G90,1.3871969689879056,0.4633422061500555
4850,4AWI,2O0U,1.8735554089405444,0.8444441959063955
4851,3FV8,4AWI,1.4327930845924037,0.8848732758342948
4852,3FV8,4HYS,3.0831045307642513,2.578003167828412
4853,3G9N,1PMU,1.9753000082136838,1.0167594766380739
4854,3G9N,4W4V,1.5654605073268377,1.0698995799191218
4855,3G9N,3PTG,2.708612503166094,2.5271944071298855
4856,2O2U,4WHZ,0.4303191838623975,0.3732624188601536
4857,4W4X,2G01,4.163283011378859,4.199380251894319
4858,3ELJ,4W4W,0.9616043273368422,0.3450436365318326
4859,3PTG,4W4Y,1.9239434785030916,1.4262450701054148
4860,3PTG,4W4V,2.038396503402796,1.608713461123515
4861,2H96,4AWI,1.716155801311466,0.9598677570952729
4862,2H96,2WAJ,1.4837462621985724,0.932889120480623
4863,2H96,2G01,1.35054608574818,0.6147111516802012
4864,2XS0,2WAJ,1.5289184422137028,1.009880025877661
4865,3TTI,4AWI,1.384465956197901,0.7477090194572874
4866,3TTI,4L7F,1.6749945598449576,0.9477866523968027
4867,3TTI,3V6S,1.0636349311049664,0.44618976645851954
4868,4G1W,2GMX,1.46162306490797,1.1565955970000916
4869,4G1W,3G90,1.11728869366874,1.0185469061363845
4870,2G01,1PMN,1.4195920516202025,1.1805878913620835
4871,2G01,4Y46,1.2897239820984954,0.7441630645676156
4872,2G01,3CGF,1.3047187436378773,0.9111276895510675
4873,2OK1,3CGF,2.4842784486156964,2.531782079879705
4874,2XRW,3TTJ,0.9330222586901489,0.637515333148938
4875,2XRW,2O0U,1.321404204687176,0.6291801136277398
4876,2XRW,4L7F,1.2356510242007033,0.9375122563301407
4877,3OY1,2H96,1.3668787527027277,0.8764797487677622
4878,3OY1,2G01,1.5767365762134244,0.9344595076452324
4879,3OY1,4HYU,2.3336744761440187,2.0123135386360094
4880,4KKH,3PZE,1.5923917750407381,0.4857646892615128
4881,2NO3,4W4X,1.2686116718973037,0.8261902236859768
4882,3PZE,4L7F,1.7041644296328353,0.7189119817474184
4883,1UKI,3RTP,1.2895064999888572,1.0428323451063453
4884,1UKI,2G01,1.8897177325451684,1.6043399473511428
4885,1UKI,3ELJ,1.6663657819803064,1.4952801158980211
4886,1JNK,3TTJ,0.9938678209973572,0.48230138399137934
4887,1JNK,2EXC,1.1614802445545804,0.7993097915433931
4888,4X21,2P33,0.3229439200700399,0.2144143185517221
4889,4X21,4HYS,2.5829344144188386,2.711160667807547
4890,4HYS,4L7F,2.0106992004587054,1.539232032540904
4891,2EXC,2P33,1.7072080716772637,0.6547545341576503
4892,2EXC,2ZDT,1.3632988178189942,0.59837206234917
4893,2EXC,4G1W,1.585926311865298,1.0975334973374518
4894,3V3V,4W4V,1.5767010614850663,0.9020133036712927
4895,3V3V,3DA6,2.442594432246082,1.9456061394845576
4896,3V3V,3PZE,1.506135526398802,1.4802417032363335
4897,3V3V,3CGF,1.725787801232736,1.5629065870998171
4898,4W4W,2B1P,0.6722009478464859,0.32402451896251433
4899,4Y5H,2WAJ,1.0385723402259242,0.5766438951538306
4900,4WHZ,4L7F,1.9797490778416726,1.8017209828383538
4901,4W4V,3ELJ,3.9220866033030846,3.9894232582333675
4902,3KVX,1PMV,0.9611024001267567,0.5593757234632202
4903,3V6R,4G1W,1.1593625095592093,0.9577324493011836
4904,1PMU,4Y46,4.241486593229777,4.1192511212597855
4905,2GMX,4AWI,1.5846232990840439,1.586333114449799
4906,2WAJ,3RTP,1.4340740804034866,0.7224330418800073
4907,2WAJ,4W4X,0.35153922256271736,0.2757502493199228
4908,3DA6,3FI2,0.7290499213900157,0.4119810488546596
4909,3DA6,3ELJ,1.7953874538909536,1.3097361184605087
4910,3DA6,3FV8,1.273601136570027,0.8105523493958376
4911,4L7F,3OXI,1.6539906923941003,1.2479062464784767
4912,4L7F,4Y46,1.127039870798886,0.8122345720295335
4913,4L7F,3G90,1.0360320521313413,0.826182687626251
4914,4IZY,2B1P,1.6604694655891286,1.2464498729248152
4915,1BL7,3RIN,1.9679909283626404,1.4839664416690825
4916,3BV2,3FML,4.042679482175702,3.9415974764892807
4917,3PG3,3ZYA,5.333269219015668,3.5116522227198605
4918,3MW1,1ZYJ,1.39336638218381,1.2276201134134053
4919,3HEC,1OUK,4.278350498277474,2.5933664736528588
4920,3P7A,4AAC,4.8344980200699865,3.2364931832154387
4921,3IW8,4EH3,1.7678191479899747,1.7156001865236548
4922,2YIX,4EWQ,3.5287146475015603,3.5045627580341603
4923,2YIX,3FL4,1.0702080489518089,0.8493974334785802
4924,1W82,1W84,4.093560496643788,2.629235511512804
4925,3GCQ,3IW6,3.802705334363945,1.4624488025226734
4926,3LFB,3K3I,0.9870017449044577,0.7549504766686503
4927,3C5U,4EH4,2.719105131157255,3.0156751317076576
4928,2BAK,3FMK,5.26303547931436,3.7763241827646814
4929,3GCV,2YIX,7.263272173152423,7.374704672052977
4930,3IW6,2EWA,1.575146134705924,1.9686441342387728
4931,4LOO,3GCQ,5.206240159387792,4.42609755879827
4932,1WBS,4ZTH,4.786862735583199,2.4562548501507107
4933,3HRB,2BAL,1.267167031497539,1.2442537701146197
4934,3HRB,3ZSG,1.4594107529282878,1.3804889079597849
4935,3HRB,4KIQ,1.7064236145338605,1.6936694876313187
4936,4ZTH,3GCU,4.0690378720652225,2.236910084753682
4937,3BV3,4EWQ,3.7605010786463025,2.734911698757384
4938,3BV3,3FMH,6.8632501634407985,7.027576055954302
4939,4EH3,1W7H,5.684055154552953,5.275997915086775
4940,3HUC,3FKL,4.689459983045412,4.703328714857171
4941,3FML,3NWW,1.5075614829916557,1.00456180330862
4942,3FMJ,3FLZ,1.7929464758372995,0.9405067782849837
4943,3ZSG,3K3J,2.041823849628413,1.052658111639292
4944,3FKN,3FLS,0.4814494039579118,0.38357992068870805
4945,3HLL,3HV6,4.6950323586570955,3.8598295063618826
4946,4F9W,3HV5,5.238155341779717,4.432043161266972
4947,4KIN,5TCO,1.3490935304292857,0.6972824033345454
4948,3ZSI,1W84,1.328193426341878,1.3321670315692395
4949,3ZSI,3MVL,1.5461954484685514,1.2088886631944233
4950,4DLJ,4F9W,1.0494122926667098,0.7029871976074675
4951,3LFE,3GCV,1.5146446148447994,1.0061678952010606
4952,3HL7,2ZB1,1.323877074533197,0.9339263220404493
4953,3FC1,3E92,1.344721889848961,0.7800165382862088
4954,3NWW,2BAJ,5.942279169622522,5.494774355896902
4955,3P7C,1W82,0.8391307009836629,0.38112446410963563
4956,3IW5,2GHM,4.8762147024280855,4.648905247474937
4957,3P79,3E93,1.0186770077673521,0.5109567948015238
4958,3MPT,3LHJ,0.8201613556798744,0.6212460596789859
4959,3LFA,1OUY,1.3948206003807002,0.9792096302631015
4960,3FKO,2GTN,4.760121259847349,2.724576154601339
4961,3FKO,3ITZ,0.7763215434914124,0.26389974786474657
4962,3K3J,3KF7,4.235836626334874,3.127130409816642
4963,2GTN,1BL6,6.664057542701177,6.004087657587953
4964,3DT1,4EH6,0.9000765421997073,0.6072296576608036
4965,4KIQ,4EH4,1.0061141005538752,0.7110700387444262
4966,4KIQ,4KIN,0.5207218478776773,0.5876593873627439
4967,3DS6,2BAK,4.701227072442541,3.540653470759318
4968,3FLY,2GHL,1.6738879546180458,1.7879134105533083
4969,3P7B,3HVC,4.370746730950114,2.8003180374934398
4970,3P7B,3HUB,3.958118983186013,2.83911149673786
4971,3QUE,2PUU,2.443107396329519,1.0585617323408543
4972,1W7H,3IW7,6.310340551174308,3.4671196402777924
4973,1W7H,3FL4,1.312707453947422,1.1018508860095364
4974,3GCS,3P79,1.7548485486136485,0.6362432149511917
4975,3GCS,3P7B,1.712658213755114,0.5714388637465955
4976,5N65,4EH5,0.9919700506544281,0.6765823428575904
4977,5LAR,3P79,0.9808485165916295,0.5268766459049028
4978,3RIN,3LHJ,4.406474840191576,2.426580909240594
4979,3RIN,3HUB,1.3285100132937224,0.892919420165723
4980,3RIN,2ZB0,2.5933601244898705,2.80524852731447
4981,4KIP,2ZB1,1.569348543969445,1.0991801490201687
4982,4EH7,3P7C,1.1618154776390408,1.2108832176005522
4983,4AA0,3MVM,4.547249147397868,3.2726898722610427
4984,1M7Q,1OVE,0.8633682515039097,0.5001023645215045
4985,3ROC,1W84,1.3601260256151102,1.3042693740174995
4986,3OCG,3K3I,5.148595382087303,4.453357185564865
4987,3OCG,3MPT,1.1645813744765876,0.7066746068736303
4988,2GFS,5MZ3,5.131660955496003,3.2690319432752326
4989,3O8T,1YWR,3.2931867507021217,3.98038275911889
4990,1OZ1,4EH2,2.6245305438797195,1.2553793251443965
4991,1OZ1,4AA0,4.480613551228732,3.732119614666955
4992,3FMN,3P7A,5.201126545638934,4.396662811155752
4993,2GHL,1W82,6.107928496513241,6.139453000297106
4994,3NNV,5N66,1.4124636148993837,1.2547618499141582
4995,3ZYA,3LHJ,4.8649523136099315,2.6941915711809026
4996,3ZYA,1OZ1,4.570082047740163,4.061963300811919
4997,4EH2,3FKO,0.9945757015365683,0.34868777820088076
4998,3LFC,1BL7,4.671840042529145,2.451580034725905
4999,3HV5,4DLJ,1.980440298063425,1.5376453589823627
5000,3U8W,1YWR,2.4961331991806746,2.942338093174449
5001,5MTX,3MW1,1.138624963813449,0.7832182326784793
5002,5TCO,3P7B,5.384002250937053,4.716549944079889
5003,5TCO,3QUD,1.0056441592332748,0.5160285844795804
5004,3LHJ,3IW8,4.70419999168804,4.090888238919921
5005,3UVP,3FMK,0.9590537323520836,0.7392738930118454
5006,3S4Q,1M7Q,1.4888200109482677,1.379281433474428
5007,2BAL,3HV7,5.637910056500974,5.514682266459238
5008,2BAL,3IW7,0.814550716880398,0.5359008437068508
5009,3FLS,1BL7,2.0773934167998283,1.7712072154324572
5010,3HV4,3U8W,5.444839458677293,4.146027013901381
5011,3HVC,3QUD,1.5172176014006693,0.7022750529529012
5012,3BX5,4EH3,3.205331568912437,4.020007182829404
5013,3BX5,3C5U,0.997132602348688,0.7533748734859692
5014,1YQJ,3HUC,6.586006319317894,6.173104972378163
5015,5BOT,830C,0.6402091758862015,0.2204477262300525
5016,5BOT,5UWL,1.3319783136636179,0.9773648637653584
5017,3ELM,2OW9,1.8502280702023486,1.2335784328529744
5018,3ELM,3KRY,0.685692367602634,0.39716344242641427
5019,2PJT,5B5P,1.3168770440909554,0.789764310833723
5020,830C,1FM1,1.6585893513355368,0.865677263765198
5021,830C,5UWN,1.3693672327691422,1.0770700998542293
5022,830C,1XUD,1.4815413882020823,1.2796574661874291
5023,1XUC,5B5P,0.6465858643676028,0.48840222494715646
5024,1XUC,3I7I,0.9061880376695475,0.5963565660292119
5025,1XUC,5BOY,0.7630323915506836,0.44867322927345077
5026,1XUC,3WV2,0.829597364410614,0.6631158144195725
5027,1CXV,1XUC,1.534212134940928,1.05357333763615
5028,1CXV,5UWL,1.2089573337642587,0.6748397340603675
5029,1CXV,4JPA,2.3720898120162284,2.538526569263584
5030,1CXV,1ZTQ,1.9273349388174734,0.5372897595471967
5031,1CXV,5B5O,0.5681566568004524,0.2616095479059503
5032,3TVC,2PJT,0.7273950657192092,0.3716396103754277
5033,3TVC,5BOT,0.7199276332392368,0.528043913893531
5034,3TVC,4JP4,4.473553830992523,3.6751009872745897
5035,1ZTQ,5BOY,1.2840831388436993,0.748971711748848
5036,3WV2,3TVC,0.657611181489045,0.39856608370121327
5037,3WV2,3KEJ,0.954510526751283,0.7327587900833703
5038,3WV2,4JPA,0.750732899048847,0.5116904112088445
5039,3WV2,5BOY,1.2449912810357642,0.9738407353247129
5040,3WV2,4JP4,0.7117627169845693,0.29930120996366627
5041,3WV2,1YOU,0.9605193707252666,0.6944074212353063
5042,3LJZ,2D1N,1.2988136805347352,0.6699264138694629
5043,3LJZ,5BOT,0.9339741698783751,0.423797776723233
5044,5B5P,2OW9,1.0030248802735462,0.7550783899702072
5045,5B5P,5BPA,1.039537215760369,0.7239922306212963
5046,5B5P,5BOT,1.0540182492238785,0.4891923190320949
5047,5B5P,3KRY,0.9061367290531438,0.4930066383473398
5048,5BPA,830C,0.7211320127042177,0.22798757276073994
5049,5BPA,5UWL,0.9818793094168293,0.5590167260467259
5050,5BPA,1YOU,0.5479492835941157,0.359139034572749
5051,2YIG,5BPA,1.5970146637910485,1.6800393065129666
5052,2YIG,1XUR,2.094281550863139,2.210212904526018
5053,4JPA,5B5P,0.695482236772922,0.5184832910296362
5054,4JPA,3TVC,0.6460791976765157,0.33654879424697126
5055,4JPA,5BPA,1.0926104512271706,0.34696109291965277
5056,4JPA,5BOT,0.7140976773198633,0.4385142529040517
5057,3I7I,5B5P,1.102957349757739,0.8803925260927643
5058,3I7I,5UWK,1.2014075663553427,0.9413083599816944
5059,3I7I,1XUC,1.4485257053642933,1.2202007621698978
5060,3I7I,5UWN,1.0565181493945097,0.8905230672662734
5061,3I7I,4JPA,0.620466541379922,0.4241872621064101
5062,3I7I,2OZR,1.3304744828498452,0.902909187017166
5063,3I7I,1XUR,1.4629224051242888,1.2350239763754476
5064,5BOY,1XUD,1.7408337801180216,2.036846412396455
5065,5BOY,5B5O,0.3937261177696413,0.2972813482208388
5066,5B5O,5B5P,1.0578746009941686,0.8256254825888064
5067,5B5O,1XUC,1.6323289782405639,1.618208731900801
5068,5B5O,830C,0.654002437983903,0.23583574792639062
5069,5B5O,5BPA,1.6126738430051637,1.3658854603915693
5070,5B5O,1YOU,0.5938134323211826,0.47129290255636114
5071,456C,5UWN,1.3385984039122867,0.9594277684417635
5072,456C,3TVC,0.9334616975220464,0.38801675221567417
5073,456C,5B5O,0.8338631196910874,0.24270805507852514
5074,456C,1XUR,2.630273288061998,2.7386765549672485
5075,2D1N,2OW9,2.5153480161014032,2.4321374998510707
5076,2D1N,3TVC,0.8158280416956877,0.4324616640918482
